district,subdistrict,community,rooms,halls,area_sqm,total_price_wan,unit_price,metro_distance_m,标题,关键词,est_transaction_price_wan,est_unit_price
福田,香蜜湖,香域中央花园,3.0,2.0,147.78,2600,175937,216.0,香域业主急卖房源，高楼层景观好，看房很方便,"近地铁
新上
东西通
民水民电",2340.0,158343
福田,宝安南,鸿翔花园,3.0,2.0,98.24,750,76343,299.0,小区占地面积43666平米，合计2138户分两期开发,"近地铁
新上
东北
民水民电",675.0,68709
罗湖,黄贝岭,深业东岭花园（二期）,2.0,2.0,70.0,460,65714,435.0,深业东岭二期东南朝向高层 满五税少 翠园本部未 用业主急售,"近地铁
新上
东南
民水民电",414.0,59143
宝安,新安,中粮大悦城,4.0,2.0,120.0,1300,108333,494.0,宝中4房急售，看房方便,"近地铁
新上
东南
民水民电",1170.0,97500
南山,后海,蔚蓝海岸社区二期,3.0,2.0,111.45,980,87931,226.0,粤海街道人才公园旁蔚蓝海岸二期东南向大阳台三房，看海景视野,"近地铁
新上
东南
民水民电",882.0,79138
罗湖,翠竹,愉天小区,1.0,1.0,41.0,440,107317,335.0,小区由7栋楼梯房组成，共7层，开发商为愉天地产，总户数124,"近地铁
新上
南北通
民水民电",396.0,96585
福田,福田中心区,黄埔雅苑（一期翠悠园）,4.0,2.0,157.0,1400,89171,270.0,黄埔雅苑主推四房，诚心出售，价格好谈,"近地铁
新上
西南
民水民电",1260.0,80254
福田,保税区,福源花园三期,1.0,1.0,35.31,240,67969,916.0,福源花园三期小户型业主诚售，带电梯价格可谈,"近地铁
新上
北
民水民电",216.0,61172
宝安,桃源居,桃源居世外桃源,4.0,2.0,57.0,190,33333,387.0,桃源居复式房，业主急卖，价格空间大，地铁口物业,"满二年
近地铁
新上
南",171.0,30000
罗湖,莲塘,鹏兴花园（一期）,2.0,2.0,78.81,298,37812,233.0,鹏兴花园一期新上架笋盘，业主诚心出售，看房随时都可以安排,"近地铁
新上
南
民水民电",268.2,34031
南山,前海,泛海拉菲花园（一期）,5.0,3.0,219.5,3000,136674,233.0,使用超过400平方米 泛海拉菲别墅,"近地铁
新上
南
民水民电",2700.0,123007
福田,百花,长城大厦(二花园),3.0,2.0,103.2,800,77519,442.0,福田城芯读双名教學，满二年税费少，看房探底价私我帮您找房,"近地铁
新上
南北通
民水民电",720.0,69767
福田,香蜜湖,海德园,4.0,2.0,144.0,2000,138888,,香蜜湖安托山四房出售小区性价一套房源  红本 满2年 税费少,"南
民水民电
电梯房
有钥匙",1800.0,124999
南山,后海,蔚蓝海岸社区三期,2.0,2.0,82.19,980,119235,293.0,蔚蓝三期，厅出阳台看深圳湾景观，精装两房拎包入住,"近地铁
新上
东南
民水民电",882.0,107312
盐田,盐田港,南方明珠花园A区（一期）,2.0,1.0,50.0,110,22000,,小区位于盐田区东海大道,"新上
南
民水民电
拎包入住",99.0,19800
南山,后海,蔚蓝海岸社区二期,3.0,2.0,111.91,1050,93825,226.0,蔚蓝海岸二期精装3房价格可谈,"近地铁
新上
东南
民水民电",945.0,84442
南山,前海,汉京确悦,3.0,2.0,76.0,580,76315,132.0,装修才一年多，可以直接拎包入住,"满二年
近地铁
新上
西南",522.0,68684
南山,蛇口,半岛城邦花园一期,4.0,2.0,165.0,2400,145454,653.0,海上世界一线临海全景观，凤凰楼层，满五年，诚售仅1688万,"近地铁
新上
民水民电
电梯房",2160.0,130909
盐田,盐田港,东海丽景花园（二期）,1.0,,28.9,108,37370,,东海道与明珠大道交汇处,"新上
南
民水民电
电梯房",97.2,33633
宝安,沙井,西荟城（三期）,2.0,2.0,68.49,350,51102,965.0,户型方正，双龙抱珠，居住舒适,"近地铁
西南
民水民电
电梯房",315.0,45992
南山,后海,蔚蓝海岸社区首期,2.0,2.0,71.02,780,109828,113.0,蔚蓝海岸首期，全新装修南向两房，看房方便,"近地铁
新上
西南
民水民电",702.0,98845
龙岗,布吉,信义金御半山·珑门,3.0,2.0,109.0,470,43119,,信义金御半山 满五年 精装修  高楼层,"新上
南
民水民电
电梯房",423.0,38807
盐田,沙头角,鹏瑞南区尚府,3.0,2.0,89.0,390,43820,,房子诚心出售，价格可以商量，看房方便,"满二年
新上
东
民水民电",351.0,39438
南山,后海,蔚蓝海岸社区首期,3.0,2.0,88.7,860,96956,113.0,蔚蓝海岸南向三房，通透户型，视野开阔,"满二年
近地铁
新上
南北通",774.0,87260
福田,石厦,共和世家,6.0,3.0,283.0,1990,70318,49.0,自带星空天台花园稀罕叠墅中空复式公园旁边中海物业,"近地铁
新上
南北通
民水民电",1791.0,63286
宝安,沙井,西荟城（二期）,3.0,2.0,89.0,350,39325,970.0,西荟城精装三房两卫业主急售配套齐全,"近地铁
南
民水民电
电梯房",315.0,35392
南山,蛇口,南海玫瑰园（二期）,5.0,2.0,217.0,3350,154377,446.0,南海玫瑰二期 上下三层带有大露台户型在售 价格有空间,"近地铁
新上
南
民水民电",3015.0,138939
龙岗,布吉,信义金御半山·珑门,3.0,2.0,109.0,488,44770,,南北通透清水房三房两厅大阳台业主诚心出售,"新上
南北通
民水民电
电梯房",439.2,40293
宝安,宝安中心区,天健时尚空间名苑,2.0,1.0,35.23,400,113539,400.0,宝中摩天轮附近天健时尚空间2房精装诚心出售,"近地铁
新上
东
民水民电",360.0,102185
宝安,新安,宝河大厦,4.0,2.0,115.0,499,43391,270.0,宝河大厦通透大四房499万业主诚意出售,"近地铁
东南
民水民电
电梯房",449.1,39052
罗湖,翠竹,益田御龙天地华府一期,3.0,2.0,107.25,700,65268,,业主诚意出，户型方正朝南，大三房两厅双卫，深耕小区，欢迎咨询,"西南
民水民电
电梯房
有钥匙",630.0,58741
罗湖,翠竹,虹楼,1.0,1.0,48.0,108,22500,173.0,地铁口带翠竹书包房总低价，业主急售，价钱找我有惊喜！,"近地铁
新上
南
民水民电",97.2,20250
宝安,新安,宝民花园(二十四区商住楼),3.0,2.0,87.7,330,37628,622.0,大悦城旁带150多平私家露台总价330万,"近地铁
新上
东
民水民电",297.0,33865
福田,香蜜湖,锦庐花园,3.0,2.0,87.0,1198,137701,224.0,锦庐花园实用3房，装修保养非常好，业主急卖，价好谈带车位,"近地铁
新上
北
民水民电",1078.2,123931
盐田,盐田港,佳兆业一期御景佳园,3.0,2.0,89.0,295,33146,,佳兆业一期御景精装修大三房中间楼层,"新上
南
民水民电
电梯房",265.5,29831
盐田,沙头角,海都花园,2.0,2.0,90.5,300,33149,165.0,海都花园新上架房源，业主诚心出售，看房随时都可以安排,"近地铁
新上
南
民水民电",270.0,29834
罗湖,翠竹,益田御龙天地华府一期,3.0,2.0,96.0,680,70833,,自带12万方商业 业主诚心出售 23年次新房 翠竹地铁口,"西南
民水民电
电梯房
有钥匙",612.0,63750
南山,后海,蔚蓝海岸社区三期,4.0,2.0,161.8,1850,114338,293.0,老客户换房急售华润云玺旁，蔚蓝海岸三期一梯一户四房，景观安静,"近地铁
新上
南北通
民水民电",1665.0,102904
盐田,沙头角,东部翠海轩,2.0,1.0,61.73,190,30779,843.0,东部翠海轩  小高层 朝南两房  精装通透  采光好看房方便,"近地铁
新上
东南
民水民电",171.0,27701
盐田,盐田港,佳兆业二期御景佳园,3.0,2.0,89.0,290,32584,,次新小区，精装修，高楼层，户型方正朝南,"新上
南
民水民电
电梯房",261.0,29326
福田,百花,长安花园,3.0,2.0,103.0,730,70873,437.0,福田城芯双名教學满二年税费少 看房 探底价私信帮您置好物,"近地铁
新上
东北
民水民电",657.0,63786
福田,香蜜湖,海德园,4.0,2.0,195.0,2790,143076,,香蜜湖，次新房，两梯两户，南北通透，户型非常大气,"南
民水民电
电梯房
有钥匙",2511.0,128768
龙华,龙华中心,福景花园,2.0,2.0,68.81,190,27612,392.0,龙华地铁口，实用2房。诚心出售，看房有钥匙,"近地铁
新上
西北
民水民电",171.0,24851
南山,后海,蔚蓝海岸社区四期,2.0,2.0,78.41,698,89019,527.0,蔚蓝海岸四期业主诚心出售看房方便价格惊喜,"近地铁
新上
东南
民水民电",628.2,80117
宝安,西乡,大益广场,2.0,1.0,83.0,400,48192,846.0,大益广场，83平方2房，位置好，诚心卖，看房方便,"近地铁
新上
南
民水民电",360.0,43373
南山,深圳湾,三湘海尚花园一期,4.0,2.0,207.75,3598,173188,727.0,新出三湘海尚，高楼层海景208，人才公园景观和后海城市景观,"近地铁
新上
南北通
民水民电",3238.2,155869
宝安,桃源居,润科华府（一期）,3.0,2.0,89.87,350,38945,844.0,润科华府  安静朝南三房  地铁口  住家选择,"近地铁
南
民水民电
电梯房",315.0,35050
龙华,上塘,中海汇德理花园,3.0,2.0,81.36,490,60226,,上塘汇德理精装3房笋盘，通透户型,"满二年
新上
东
民水民电",441.0,54203
南山,深圳湾,太古城花园（北区一期）,3.0,2.0,118.98,1860,156328,202.0,地铁口宝能太古城业主诚心卖价格可以谈,"近地铁
新上
东南
民水民电",1674.0,140695
福田,香蜜湖,香格丽苑,4.0,2.0,138.0,1699,123115,180.0,全新装修未住小区中间南向4房,"近地铁
南
民水民电
电梯房",1529.1,110804
南山,蛇口,半岛城邦花园一期,3.0,2.0,121.8,1460,119868,653.0,海滨公园半岛城邦花园一期小高层诚心出售,"近地铁
新上
东南
民水民电",1314.0,107881
宝安,碧海,圣源华庭,3.0,2.0,80.44,505,62779,592.0,好房推荐圣源华庭高楼层采光好诚心出售看房方便,"近地铁
新上
东南
民水民电",454.5,56501
南山,蛇口,桂园住宅楼二区,3.0,2.0,80.76,568,70331,803.0,桂园小区，南北通透，中间楼层，位置佳，装修好，满五，育才三中,"近地铁
南北通
民水民电
精装修",511.2,63298
南山,蛇口,四海公寓,2.0,2.0,60.94,500,82047,757.0,南山蛇口四海公园旁高赠送四海公寓住宅楼豪华装修业主诚心出售,"近地铁
新上
东
民水民电",450.0,73842
福田,福田口岸,天泽花园,3.0,1.0,90.0,500,55555,107.0,89平大三房.实用率很高.客厅阳台都很大.视野开阔有485的,"近地铁
新上
东
民水民电",450.0,50000
福田,香蜜湖,海德园,3.0,2.0,89.0,1380,155056,,当年排队摇号的日光盘，海德园88平，三房，业主换大房急卖,"新上
南
民水民电
电梯房",1242.0,139550
南山,蛇口,雍景湾花园,4.0,2.0,157.16,1990,126622,787.0,，大南山蛇口全景东南向通透户型前后无遮挡雍景湾花园二小二中,"近地铁
新上
南
民水民电",1791.0,113960
宝安,沙井,嘉富宝禧花园,3.0,2.0,97.78,430,43976,,业主寄卖嘉富宝禧近马安山站中新路旁万丰医院海岸城精装修拎包住,"南
民水民电
电梯房
拎包入住",387.0,39578
福田,景田,缇香名苑,3.0,2.0,96.0,830,86458,74.0,小水榭花都户型设计好，实用率高，东南向大阳台地铁口价格超实惠,"近地铁
东
民水民电
精装修",747.0,77812
罗湖,翠竹,华丽园,3.0,2.0,113.0,750,66371,358.0,临近地铁，随时看房，交通便利，采光好,"近地铁
东南
民水民电
电梯房",675.0,59734
南山,华侨城,侨城馨苑,2.0,2.0,76.78,418,54441,,华侨城2房推荐,"新上
东南
民水民电
电梯房",376.2,48997
福田,香蜜湖,万科瑧山府(三期),4.0,2.0,178.0,2580,144943,101.0,香蜜湖次新房业主诚心出安静看小区园林,"近地铁
南北通
民水民电
电梯房",2322.0,130449
罗湖,新秀,东方都会大厦,1.0,,31.84,130,40829,633.0,自家亲戚房子，只讲价格，不用讲道理，有兴趣来聊,"近地铁
东
民水民电
电梯房",117.0,36746
福田,香蜜湖,锦庐花园,6.0,2.0,183.0,4500,245901,224.0,锦庐花园六房复式，精装，南北向，上下共三层，户型好，视野开阔,"近地铁
新上
东南
民水民电",4050.0,221311
盐田,盐田港,东港印象家园,4.0,2.0,117.91,380,32227,,地铁口物业，大社区看房方便，4房,"新上
南
民水民电
电梯房",342.0,29004
福田,保税区,朗庭豪园,2.0,2.0,72.23,390,53994,848.0,朗庭豪园，诚心出售，价格可谈,"近地铁
新上
北
民水民电",351.0,48595
福田,百花,长怡花园,4.0,2.0,158.66,1800,113450,298.0,百花深实双加持，近多条地铁，周边配套成熟。,"近地铁
东南
民水民电
拎包入住",1620.0,102105
盐田,沙头角,盛世名门家园,2.0,2.0,71.13,230,32335,198.0,口岸大2房，看房方便，装修保养不错,"近地铁
新上
北
民水民电",207.0,29102
罗湖,翠竹,德弘天下华府,3.0,1.0,76.43,570,74578,450.0,翠竹公园，洪湖公园，深圳，华润万佳,"近地铁
新上
西南
民水民电",513.0,67120
盐田,沙头角,半山悦海,3.0,2.0,82.0,330,40243,858.0,次新房。诚心出售、看房方便。产权清晰。高层南向。半山悦海,"满二年
近地铁
新上
西南",297.0,36219
宝安,新安,中粮天悦壹号,3.0,2.0,89.0,740,83146,669.0,中粮天悦壹号 次新小区 双地铁口南北通透三房 只需契税诚售,"近地铁
新上
南北通
民水民电",666.0,74831
宝安,宝安中心区,云玺锦庭,3.0,2.0,119.0,1598,134285,173.0,一号线地铁口无缝对接云玺锦庭高层精装大三房业主诚心卖,"近地铁
西南
民水民电
电梯房",1438.2,120856
罗湖,万象城,都市名园,2.0,2.0,63.53,350,55092,230.0,都市名园 精装修2房出售 厅出阳台 红本,"近地铁
新上
西
民水民电",315.0,49583
龙岗,龙岗中心城,天健现代城,4.0,2.0,140.0,630,45000,306.0,公园周边长廊式花园绿化率高板式大宅两梯两户南北通透优雅舒适,"近地铁
新上
东南
民水民电",567.0,40500
南山,华侨城,首地容御花园,2.0,2.0,89.0,810,91011,,首地容御安静精装南向通透大两房，业主诚意出售，看房方便,"新上
南
民水民电
电梯房",729.0,81910
福田,保税区,帝港海湾豪园,2.0,2.0,64.91,400,61623,887.0,帝港海湾豪园，精装两房，价格可谈,"近地铁
新上
北
民水民电",360.0,55461
福田,保税区,红树绿洲,2.0,2.0,59.12,348,58863,789.0,福保次新小两房业主急售，价格好谈,"满二年
近地铁
新上
西北",313.2,52977
龙岗,布吉,万科红（四期万科红悦花园）,2.0,1.0,77.56,400,51572,407.0,万科红四期 满五年 东南向  精装修  高楼层,"近地铁
新上
南
民水民电",360.0,46415
罗湖,莲塘,仙桐御景家园,3.0,2.0,96.39,409,42431,375.0,深港通勤地铁2站达  莲塘芯全配套,"近地铁
新上
西南
民水民电",368.1,38188
罗湖,黄贝岭,怡景花园,2.0,2.0,58.88,260,44157,616.0,怡景花园新上中间楼层业主换房急售看房方便红本在手议价空间大,"近地铁
新上
南
民水民电",234.0,39741
盐田,盐田港,佳兆业二期御景佳园,3.0,2.0,89.0,368,41348,,佳兆业二期御景佳园南北通透3房2卫,"新上
南北通
民水民电
电梯房",331.2,37213
罗湖,布心,观山嘉苑,3.0,2.0,96.02,380,39575,344.0,罗湖次新房精装修30w地铁口，好出租买过来不用装修了,"近地铁
新上
南北通
民水民电",342.0,35618
宝安,宝安中心区,润恒御园,8.0,3.0,348.63,8600,246679,382.0,湾区核心宝中纯粹别墅，出门享前海千亿配套，高拓展,"近地铁
新上
南
民水民电",7740.0,222011
宝安,宝安中心区,深航假日名居,3.0,2.0,120.0,850,70833,849.0,高层视野，实用率百份百，湾区核心，优质师资，出门享千亿配套,"近地铁
新上
南
民水民电",765.0,63750
龙岗,布吉,信义假日名城(三期菁华园),3.0,2.0,115.0,458,39826,484.0,小区绿化优美，华润万象汇、万科红生活广场、沃尔玛、康之乐超市,"近地铁
新上
南北通
民水民电",412.2,35843
盐田,盐田港,东港印象家园,4.0,2.0,88.7,360,40586,,东港印象，南北通透，小高层，高赠送，电梯房，精装修4房,"东南
民水民电
电梯房
拎包入住",324.0,36527
宝安,宝安中心区,新锦安海纳公馆,3.0,2.0,89.52,928,103663,569.0,宝安中区黄金甲岸路上阳光温馨好房欢迎您！！,"近地铁
东南
民水民电
电梯房",835.2,93297
福田,香蜜湖,深业中城,4.0,2.0,185.22,3660,197602,557.0,次新小区 深业中城 高层视野好 看香蜜公园 急卖价格可谈,"近地铁
南北通
民水民电
电梯房",3294.0,177842
福田,石厦,缔馨园,2.0,2.0,61.79,520,84156,288.0,业主急卖缔馨园 石厦中小书包未占用 诚心出售  看中好谈,"满二年
近地铁
新上
东南",468.0,75740
南山,前海,香格名苑,4.0,2.0,149.0,1080,72483,,香格名苑紧邻“前海深港现代服务业合区,"民水民电
精装修",972.0,65235
福田,百花,国城花园,4.0,2.0,127.0,1380,108661,260.0,福田城芯读双名助教学 满二年看房 探底价私我助您置好物,"满二年
近地铁
新上
西南",1242.0,97795
罗湖,莲塘,御庭轩,3.0,2.0,139.71,696,49817,140.0,地铁口  背靠梧桐山   别墅区  小洋房共享配套,"近地铁
南北通
民水民电
电梯房",626.4,44835
南山,蛇口,临海揽山御园,3.0,2.0,116.0,1270,109482,,蛇口临海揽山 背山面海全屋新装修三房拎包住,"新上
南
民水民电
电梯房",1143.0,98534
宝安,沙井,西荟城（一期）,4.0,2.0,150.64,538,35714,827.0,沙井西荟城，大面积4房，南北通透，配套齐全，装修漂亮,"近地铁
南北通
民水民电
电梯房",484.2,32143
宝安,新安,福城新纪元,1.0,1.0,32.89,120,36485,746.0,安静朝向，通燃气带阳台，视野好，精装修拎包入住,"近地铁
新上
东北
民水民电",108.0,32836
罗湖,布心,观山盛苑,3.0,2.0,101.0,420,41584,944.0,花园式小区，环境好，周边配套齐全，适合居家,"近地铁
新上
东北
民水民电",378.0,37426
宝安,碧海,幸福港湾御品居,5.0,2.0,122.0,850,69672,907.0,幸福港湾花园.周边配套齐全.地段好.户型方正南北通透住家舒适,"近地铁
新上
南
民水民电",765.0,62705
福田,莲花,深业上城,4.0,2.0,278.2,2488,89432,465.0,深业上城高端公寓东座278平南北通透四房诚意出售,"近地铁
新上
南北通
民水民电",2239.2,80489
福田,莲花,莲花一村,2.0,2.0,75.92,550,72444,527.0,莲花一村，新上两房，南北通透，楼层好，业主诚心出售,"近地铁
新上
南北通
民水民电",495.0,65200
龙岗,布吉,信义金御半山·珑门,3.0,2.0,104.72,480,45836,,信义金御半山珑门 业主480可以卖 朝正南 诚心出,"东南
民水民电
电梯房",432.0,41252
盐田,盐田港,山海四季城,3.0,2.0,75.2,290,38563,,山海四季城 精装修大三房 低于市场价出售 看房方便,"满二年
新上
南
民水民电",261.0,34707
宝安,新安,中粮大悦城,4.0,3.0,224.0,1900,84821,494.0,3房户型 通风采光好 使用率高 配套成熟 价格可谈,"近地铁
东南
民水民电
电梯房",1710.0,76339
福田,莲花,深业上城,3.0,2.0,228.29,1880,82351,465.0,莲花山下 深业上城高端总裁行政大平层230平诚售,"近地铁
新上
南北通
民水民电",1692.0,74116
罗湖,万象城,都市名园,1.0,1.0,49.19,210,42691,230.0,罗湖城芯读双名教學满二年看房 探底价私信我助您置好物,"满二年
近地铁
新上
东南",189.0,38422
福田,福田中心区,中心天元,4.0,3.0,382.99,5500,143606,366.0,T7高层大平层出售，南北通的户型，随时可以看房，,"近地铁
南北通
民水民电
电梯房",4950.0,129245
福田,福田中心区,中心天元,3.0,2.0,270.0,3000,111111,366.0,福田CBD大平层总裁公寓，俯瞰公园全景，视野开阔无遮挡，豪装,"近地铁
新上
东西通
民水民电",2700.0,100000
福田,福田中心区,中心天元,4.0,2.0,313.0,4200,134185,366.0,福田CBD豪装大平层住宅，次新小区高端品质，圈层纯粹,"近地铁
南
民水民电
电梯房",3780.0,120766
宝安,新安,创业一村,3.0,2.0,101.43,516,50872,370.0,创业一村 双地铁口 精装三房 只需契税 业主诚心出售,"近地铁
新上
东南
民水民电",464.4,45785
龙华,龙华中心,福景花园,2.0,2.0,65.78,190,28884,392.0,配套齐全，诚意出售，近地铁站，看房方便,"近地铁
南
民水民电
拎包入住",171.0,25996
福田,景田,天健天骄北庐,3.0,2.0,123.0,1428,116097,,天健天骄北庐，全新装修三房，南北通透，次新房，车位足,"南
民水民电
电梯房
拎包入住",1285.2,104487
南山,蛇口,紫园,6.0,3.0,288.85,6500,225030,426.0,使用约1000平 安静尊贵  紫园 前海半山,"近地铁
新上
东南
民水民电",5850.0,202527
罗湖,水库,阳光绿地家园,1.0,1.0,38.99,220,56424,648.0,业主急卖 现在将100个出手,"近地铁
西南
民水民电
带家电",198.0,50782
福田,景田,天健天骄北庐,3.0,2.0,122.0,1550,127049,,天健天骄北庐，南北通三房，次新房，户型好，价格可谈,"新上
北
民水民电
电梯房",1395.0,114344
福田,福田中心区,中心天元,5.0,2.0,540.6,7800,144284,366.0,福田CBD大平层住宅，一层一户带私家泳池，视野开阔，灯光秀景,"近地铁
新上
南
民水民电",7020.0,129856
宝安,碧海,幸福港湾尚品居,2.0,2.0,65.0,580,89230,877.0,碧海幸福港湾两房业主诚意出售价格可以谈的交通购物便利,"近地铁
新上
西南
民水民电",522.0,80307
福田,香蜜湖,合正置地大厦,2.0,2.0,95.0,1500,157894,440.0,香蜜湖安托山三房出售  业主急卖  地铁口物业 价格好谈,"近地铁
南
民水民电
电梯房",1350.0,142105
南山,蛇口,紫园,5.0,3.0,249.0,3580,143775,426.0,适用超过500平方米 装修保养好 紫园,"近地铁
新上
南
民水民电",3222.0,129398
福田,水围,嘉意台,2.0,2.0,80.0,400,50000,332.0,嘉意台，精装两房，价格可谈,"近地铁
新上
北
民水民电",360.0,45000
宝安,宝安中心区,新锦安海纳公馆,3.0,2.0,89.0,1100,123595,569.0,宝安中，海纳公馆，地铁口，8平93房2卫,"近地铁
新上
东南
民水民电",990.0,111236
南山,蛇口,紫园,9.0,5.0,277.6,6000,216138,426.0,使用面积约600平方米 奢华装修 紫园 前海半山 四面环山,"近地铁
新上
南北通
民水民电",5400.0,194524
龙华,龙华中心,中环花园,3.0,2.0,94.13,350,37182,258.0,地铁四号线100m精装修3房换房急卖,"近地铁
东南
民水民电
精装修",315.0,33464
盐田,沙头角,东部阳光,3.0,2.0,125.0,380,30400,,8号线地铁口旁，电梯小高层，跃式大三房,"新上
西南
民水民电
电梯房",342.0,27360
福田,保税区,华尔登府邸,3.0,2.0,155.97,790,50650,744.0,加福广场，住宅，高楼层。价格可谈,"近地铁
西南
民水民电
电梯房",711.0,45585
盐田,沙头角,东部阳光,4.0,2.0,153.9,550,35737,,沙头角地铁口物业跃式,"西南
民水民电
电梯房",495.0,32163
福田,香蜜湖,香蜜湖瀚城,4.0,2.0,136.44,1500,109938,456.0,使用率高，送两个房间，南北通透，景观好,"近地铁
南
民水民电
电梯房",1350.0,98944
宝安,翻身,富华花园,3.0,2.0,95.4,550,57651,836.0,近地的，近商场，诚心卖，看房方便,"近地铁
新上
东南
民水民电",495.0,51886
宝安,西乡,富通蟠龙居,2.0,2.0,71.0,527,74225,707.0,近地铁，近商场，看房方便,"近地铁
新上
西南
民水民电",474.3,66802
盐田,盐田港,倚山时代,2.0,2.0,33.37,150,44950,,倚山时代 原装大两房 高楼层 带20平私人露台,"东北
民水民电
电梯房
精装修",135.0,40455
罗湖,莲塘,四季御园（新世界四季御园）,3.0,2.0,80.2,450,56109,340.0,新世界四季御园位于深圳市罗湖区莲塘片区西侧,"近地铁
新上
南
民水民电",405.0,50498
罗湖,莲塘,兰亭国际,3.0,2.0,146.35,800,54663,177.0,莲塘口岸大四房精装高层,"近地铁
新上
南
民水民电",720.0,49197
罗湖,翠竹,德弘天下华府,3.0,1.0,74.0,520,70270,450.0,新上笋盘，业主急售，深中，德弘天下，中间楼层，,"近地铁
新上
西北
民水民电",468.0,63243
福田,香蜜湖,万科瑧山府(三期),4.0,2.0,178.0,4000,224719,101.0,万科香蜜府，新上高层南北通4+1房，视野开阔，价格可谈,"近地铁
新上
南北通
民水民电",3600.0,202247
罗湖,黄贝岭,景贝南,4.0,2.0,90.77,370,40762,367.0,景贝南园是高绿化低密度小区，24H全封闭式物业管家，周边健身,"近地铁
新上
南
民水民电",333.0,36686
福田,水围,福民新村,3.0,2.0,89.0,388,43595,271.0,"福民新村多层,楼层佳南北通透看房随时方便","近地铁
新上
南
民水民电",349.2,39236
盐田,沙头角,东和海韵园,3.0,2.0,94.8,450,47468,672.0,中英街内好房，看房方便，诚心卖,"近地铁
新上
东
民水民电",405.0,42721
盐田,沙头角,五十小区,1.0,,32.13,90,28011,799.0,地铁口精装好房，诚心出售，看房方便,"近地铁
新上
南
民水民电",81.0,25210
南山,前海,招商领玺家园,3.0,2.0,120.0,1199,99916,245.0,看房有钥匙空置状态,"近地铁
新上
东
民水民电",1079.1,89924
宝安,沙井,西荟城（三期）,3.0,2.0,76.67,380,49563,965.0,业主急卖西荟城近明珠综合市场京基百纳新沙天虹精装修朝向好,"近地铁
东北
民水民电
电梯房",342.0,44607
福田,保税区,帝涛豪园,2.0,2.0,72.0,450,62500,,诚心出售，价格可谈,"新上
西南
民水民电
电梯房",405.0,56250
罗湖,万象城,都市名园,2.0,1.0,64.0,410,64062,230.0,随时可以看房，住家安静，降价40万，费用少,"近地铁
南
民水民电
带家电",369.0,57656
龙华,龙华中心,壹成中心璞誉府,4.0,2.0,129.64,798,61555,,壹成11区129.64平中楼层朝向南,"新上
南
民水民电
电梯房",718.2,55400
罗湖,万象城,都市名园,4.0,2.0,120.0,500,41666,230.0,房产证在手，随时网签，迅速过户，节省资金,"近地铁
新上
民水民电
拎包入住",450.0,37499
罗湖,布心,观山祥苑,2.0,1.0,66.88,290,43361,654.0,罗湖次新房，业主有心卖，大花园社区，采光通透，谈价空间大,"近地铁
南
民水民电
电梯房",261.0,39025
罗湖,莲塘,合正锦园,3.0,2.0,125.0,610,48800,917.0,合正锦园，南北通透大三房，次顶楼，电梯小高层，东端头,"近地铁
南北通
民水民电
电梯房",549.0,43920
南山,蛇口,湾厦栖游记,2.0,2.0,74.7,660,88353,417.0,蛇口东角头地铁站2015年次新房花园小区次顶楼景观优美,"近地铁
新上
东南
民水民电",594.0,79518
南山,蛇口,雍景湾花园,2.0,1.0,53.0,595,112264,787.0,蛇口四海公园育才二小二中雍景灣花园小区小两房,"近地铁
新上
东
民水民电",535.5,101038
南山,后海,蔚蓝海岸社区二期,5.0,2.0,178.0,1700,95505,226.0,深圳湾云玺旁，蔚蓝海岸二期正南向高楼层双龙抱珠四房，视野开阔,"近地铁
新上
南
民水民电",1530.0,85954
南山,后海,招商名仕花园,2.0,2.0,80.81,628,77713,480.0,招商名仕，2房，诚心卖价格可谈,"近地铁
南北通
民水民电
带家私",565.2,69942
南山,蛇口,致远大厦,3.0,1.0,36.61,580,158426,330.0,深圳湾紫藤苑花园37平实用70平精装大3房，带35平私家花园,"近地铁
新上
东
民水民电",522.0,142583
南山,后海,深圳湾公馆,2.0,2.0,87.85,1280,145702,587.0,深圳湾公馆 诚心出售 价格可谈 看房方便,"近地铁
西
民水民电
电梯房",1152.0,131132
南山,蛇口,水湾壹玖柒玖,5.0,2.0,293.0,2500,85324,63.0,一手，精装大平层，高楼层看山海全景，价格2500万,"近地铁
新上
南
民水民电",2250.0,76792
南山,深圳湾,皇庭港湾花园(住宅),4.0,2.0,178.25,2088,117138,359.0,深圳湾海景双阳台大平层、小高层住家安静舒适，性价比优！,"近地铁
新上
南
民水民电",1879.2,105424
南山,深圳湾,颐安阅海台,2.0,2.0,60.0,850,141666,346.0,颐安阅海60平实用100平精装复式2加1房，南北通透带阳台,"近地铁
新上
南
民水民电",765.0,127499
南山,蛇口,雍景湾花园,3.0,2.0,89.01,1250,140433,787.0,招商雍景湾位于蛇口人文发源地四海公园东,"近地铁
新上
南
民水民电",1125.0,126390
南山,深圳湾,曦湾华府,3.0,2.0,89.93,1600,177916,419.0,曦湾华府、复式、近公园、价格可谈,"近地铁
新上
东北
民水民电",1440.0,160124
南山,蛇口,春树里,3.0,2.0,72.95,860,117888,291.0,春树里经典3房税费低性价比高,"近地铁
南
民水民电
电梯房",774.0,106099
罗湖,黄贝岭,深业东岭花园（二期）,2.0,2.0,71.0,440,61971,435.0,深业东岭二期精装修二房，业主诚售，翠园未用,"近地铁
新上
西北
民水民电",396.0,55774
